year,COM,GUY,LBR,SEN,BRN,JPN,USA,RUS,OMN,ALB,BOL,SYR,BDI,ISL,TWN,QAT,CHE,PAK,MMR,MDG,PNG,TCD,EGY,HTI,ZAF,BHS,MAR,IND,BFA,JAM,PHL,VNM,GNQ,THA,SLE,ESP,AFG,PRT,MUS,GIN,GTM,IDN,AGO,HKG,MRT,GNB,POL,ECU,DZA,GMB,NLD,CMR,CIV,NGA,ARG,MNG,SLV,MEX,TUN,IRQ,HND,BRB,VUT,KHM,ETH,DNK,FRA,KOR,KEN,ITA,GHA,NCL,DEU,VEN,FJI,ISR,BRA,MLT,LAO,SDN,BGR,NZL,PRY,AUT,MLI,PER,LKA,BMU,GAB,BHR,HUN,PRK,JOR,CHL,KWT,CAN,CAF,CRI,GRC,TGO,TTO,COL,SWE,URY,PAN,LBN,BEL,WSM,SOM,SGP,NER,YEM,MOZ,LBY,IRN,DJI,AUS,CHN,DOM,UGA,CUB,IRL,SUR,BEN,COG,FIN,TUR,GBR,NOR,NIC,CYP
1972,-0.6634369999999999,0.17962122,-0.8815601000000001,-0.0850197,-2.2489405,2.0264592,1.8645399,0.51144546,-1.3695883,-0.02506206,-0.7435953000000001,0.0016569343,-1.4043018,0.34813952,1.142559,-2.376354,2.2193062,-0.43372822,-0.8074491,-0.94860846,-0.2829172,-0.9261809,0.34657818,0.38566983,-0.2044928999999999,0.2517719,0.0049235984,0.26695794,-0.66336673,0.40486687,-0.12656796,0.2884817,-1.0340233,-0.5707963,-0.87653965,0.95821536,-0.8629953000000001,1.0438433,-0.66429156,-0.82372993,0.46043098,-1.3241101999999998,-0.9604926,1.4132538,-0.87850237,-0.8602956,0.7713492,-0.8335761999999999,-0.61956686,-1.2695854,1.366963,-0.5586246,-0.6716871,-1.7500473,0.09891005,0.55398947,0.8290274,0.65684307,-0.08938122,-0.85887706,-0.35093468,1.1799006,-0.87278026,-0.74671155,-0.9145166,1.4948158,1.6597426,0.9295951,-0.38762274,1.9394418,-0.96835136,0.1322007999999999,2.3335166000000003,-1.0056752,-0.062419835,0.8558444,-0.337313,1.523621,-0.9454598,-1.3547796,0.7055434,0.33307275,-0.5026483,2.0108273000000003,-0.772932,-0.6139705,-0.7198326,0.9438239,-1.4211937,0.57728326,0.7343972,0.5287356,0.3248304999999999,-0.063524365,-0.2891343,0.71598005,-1.2347081,0.80497473,0.39712617,-0.82585615,0.4250954,-0.09930437,2.0837092,0.43773055,0.53172475,0.7296166000000001,1.5809824,-0.40483794,-0.5437145999999999,0.4613706,-0.52849376,-0.5537622,-0.74303603,-1.9185314,-0.83514243,0.3817572999999999,-0.011341957,0.49026662,-0.31953308,-1.4419403999999998,-0.05850398,1.0786927,-0.3753288,-0.7226133000000001,-0.7594101,1.3664379,-0.29509506,2.2022257,1.4047877,-0.06700222,0.34944654
1973,-0.20733918,0.2139873,-0.66430044,-0.08379836,-2.61396,2.1298218,1.7948415,0.3200699,-1.1670462,-0.051097944,-0.7486608,0.099539265,-1.1769451000000002,0.29041383,0.9754361,-2.203786,2.2713475,0.01872986,-0.813264,-0.8010092,-0.6701178000000001,-0.9453148,0.2930241,0.53851485,-0.34902358,0.15308535,-0.112720594,0.2581078,-0.6370683000000001,0.50627613,-0.17058018,0.0592006,-1.2936321000000002,-0.3160573,-1.2977166,0.89360696,-0.90699947,0.97385335,0.055364385,-1.0725123,0.3667972,-1.3585272,-0.74870974,1.2994705,-0.96536785,-1.0463961,0.8298402,-0.8756345999999999,-0.5893774,-0.84266394,1.3807591,-0.570257,-0.6951541999999999,-1.7040061999999998,0.19124454,0.14182854,0.7709209,0.7579064,0.03376281,-0.9905344,-0.16810264,1.149457,-0.93929076,-1.1247352,-0.8784344000000001,1.4523659,1.6488603,0.90239966,-0.49636376,1.9727353,-0.6501161999999999,-0.062420055,2.28934,-0.98505676,0.027305186,0.79356325,-0.23999016,1.2281717,-0.6842155,-1.400761,0.8371226999999999,0.3398731,-0.45026448,2.0034254,-0.7185746999999999,-0.7015755,-0.77683556,0.96478647,-1.5254115,0.41363448,0.7547618,0.13353896,0.40568218,-0.3904513,-0.605262,0.4227101,-1.2800425,0.75457823,0.38168657,-0.65556026,0.2592856,0.33278784,2.1034734,0.1691906,0.49827898,0.78519607,1.6171813,0.06462443,-0.2005904,0.65606785,-0.5614449,0.021230519,-0.73779523,-2.368316,-0.9837394,0.4676224,-0.12833583,0.48771167,-0.110278785,-1.4158925,-0.21683852,1.02512,-0.06798695,-0.641046,-1.1036351,1.2868508,-0.27629954,2.0876367,1.3478868,-0.006933481,0.25777942
1974,-0.3289548,0.20234932,-0.8303292999999999,-0.016173631,-3.8363638,1.7789598999999998,1.5575427,0.116985776,-2.6040828,0.112458944,-0.7194545,0.059787277,-0.5135843,0.33512545,0.94853455,-1.4207531999999998,1.8843424,0.21962069,-0.6823052,-0.65775985,-0.6285199,-0.6310140999999999,0.34027696,0.5132926999999999,-0.10204209,0.6554293000000001,-0.012765228,0.33256212,-0.23380749,0.3511251999999999,0.040630043,-0.2529063,-1.8560786,-0.1038656759999999,-0.8378931000000001,0.88823456,-0.58077985,0.8763575000000001,0.46633983,-0.8041033000000001,0.3314447,-1.2370901,-0.92057997,1.1372565,-0.39176738,-0.6834246999999999,0.7719632,-0.73451513,-0.8840839,-0.8514881,1.1901028,-0.6248063,-0.56124806,-1.4013332,0.36104238,0.29870793,0.74438363,0.6456789000000001,0.06408231,-1.4471492,0.003073051,0.90721095,-0.62019986,-0.24624851,-0.6211654999999999,1.2506747,1.4779552,0.9086184000000002,-0.20061065,1.6619925,-0.697781,-0.26163456,1.9276558,-1.0868707,0.0619097429999999,0.8335776,0.23657586,0.93596613,-0.67354745,-0.8047285,0.75126946,0.3562039,-0.28931373,1.6841438999999998,-0.05634349,-0.29020953,-0.6803866,0.5511047,-1.5741346,0.14983058,0.7632665,0.0241028179999999,0.4613155,-0.11321075,-1.2293838,0.4952487,-1.07415,0.6860419,0.46443912,-0.4126925999999999,-0.45071596,0.61619526,1.7945508,0.39658177,0.6756333999999999,0.8287505999999999,1.3863401000000002,-0.36732632,-0.171085,0.68948776,0.7190343000000001,-0.25368738,-0.58614963,-3.518784,-2.1180916,0.07673965,0.1027242,0.43914896,0.0795101,-1.1384616,-0.07001529,1.0496688,-0.35418415,-0.37167034,-1.0370897,1.2140516,-0.022219878,1.7862982,1.2255847,0.15912655,0.2425433999999999
1975,-0.457372,0.117932186,-1.000036,-0.11400944,-3.2907832000000004,1.9844157,1.6269216999999998,0.076081194,-2.0454607,0.06639754,-0.76724863,-0.061806004,-0.76362675,0.3618243,0.9012218,-1.7805623,2.0423715,0.11069398,-0.47340292,-0.8152789,-0.67409164,-0.5270996,0.23362142,0.4643905,-0.20407732,0.6552669,0.0142577775,0.3172977,-0.10797646,0.22152257,-0.032037485,-0.014638634,-1.7577096,-0.1663069999999999,-1.0479991,0.88715804,-0.48407957,0.87802726,0.3483832,-1.5020779,0.29597715,-1.5680475,-1.3673385,1.1337544,-0.45849913,-1.0112450000000002,0.9139291,-0.76510733,-0.97060835,-0.93932533,1.2484383999999995,-0.4316378999999999,-0.7027749,-1.6496241000000005,0.4375726,0.3273322,0.59840924,0.683904,-0.07731946,-1.3921968,-0.17757796,0.6982144,-0.20189321,0.2801459,-0.48789495,1.374661,1.6138892,0.91399693,-0.35387406,1.7909628,-1.0900832,0.044593412,2.0318477,-1.8247492,-0.2937862,0.94634694,0.099790424,0.97023267,-0.4401264,-1.1579006,0.7356263000000001,0.35740831,-0.34099424,1.8451712,-0.44858983,-0.67947865,-0.7132757,0.71446025,-1.9990935,0.3364912,0.8585706,0.10409465,0.9131368,0.2892752,-0.8289816999999999,0.40469873,-0.43576086,0.68307966,0.43143708,-0.4088194,-0.19564362,0.53011155,1.9713589,0.43034527,0.5963251,0.8539382999999999,1.4350663,0.50429195,-0.22274484,0.6606473,0.018122876,-0.13791636,-0.8464449000000001,-1.8366629,-2.0382378,0.5668776999999999,-0.0071927602,0.39986715,-0.22808371,-1.4496601,-0.75459707,1.0242487,-0.36283493,-0.56400627,-1.3266191,1.3467435,-0.024064815,1.8978274,1.1741158,0.0015424693,0.20407155
1976,-1.0176200999999998,-1.0493956,-0.80369294,-0.19649972,-3.180773,1.8456019,1.6694508999999995,0.35726383,-3.445059,-0.013654178,-0.5998333,0.5606184000000001,-0.87094325,0.13441522,0.86097413,-1.391725,1.9053992,0.13016027,-0.7371622,-0.8741972,-0.98825777,-0.5509616999999999,0.0490136,0.36838308,-0.003403115,0.30608082,-0.043875314,0.24630813,0.04688079,-0.33122158,-0.12877938,-0.027501235,-1.6367425,-0.0011029651,-1.0176337,0.9033849,0.23459566,0.91099834,-0.10910727,-1.6477917000000002,-0.48384324,-1.0020361,-1.647552,1.0595404,-0.9090452,-0.70773906,0.69127655,-1.0507641,-0.5840113,-0.4081721,1.3094561000000002,-0.24936377,-0.40383106,-1.3776928,0.38905132,1.0517156,0.028355645,0.6435434,-0.09063442,-1.6501956999999998,-0.7400295,0.6901649000000001,0.008899235,0.22027579,-0.65850717,1.3333021,1.6000297,0.8379052,0.16620414,1.7114172,-0.71804535,0.4360143,1.9251258,-1.1656551000000002,0.8697787,1.0597297,0.06573616,1.0722601,-0.11907232,-0.46232107,0.61772114,0.50027204,-0.4416383,1.7204191999999998,-0.40144974,-0.21254526,-0.22359672,0.095671155,-1.3478955,0.58608156,0.83351547,0.42095044,1.2908726,0.08261878,-0.06229436,0.6165609999999999,-1.1959475,-0.1858559,0.39968276,-0.22306874,-0.7694887,0.2514978,1.7900192,0.22799408,-0.47336602,1.1564165000000002,1.4676561,0.008945654,-0.017915593,0.7506035,-0.48071846,0.055949565,-0.9993552,-1.6802402,-1.9357594,0.860202,0.032161094,0.46347344,-0.08824154,-1.4117714,-0.9210708,1.1242237,0.2915211,0.05834574,-0.16331822,1.4146535,-0.05837917,1.8513478,1.3767823,-0.5361511,0.5832204000000001
1977,-0.5819717,-0.34098366,-0.70931745,0.096441336,-2.5319123,1.7058102,1.4839562,0.3245854,-2.372337,-0.015074301,-0.36394995,0.546988,-0.84453285,0.23081104,0.9533166,-2.6136665,1.7038883000000002,0.048497245,-0.481188,-0.73728967,-1.1738087,-0.08269703,-0.05072233,0.5355426999999999,0.14260475,0.015442734,0.038562257,0.30897644,0.0073219053,-0.44344896,0.12729383,-0.044509545,-0.20500751,0.13005786,-0.7179230999999999,0.8700459999999999,-0.1385233,0.8832625,0.38244098,-0.19036481,0.16539608,-1.2865223999999995,-2.1696742,1.0689862,-0.21991877,-1.7078111,0.7261017,-1.0453441,-0.7439833,-1.2461275,1.1712435,-0.7215151,-0.35104543,-1.31184,0.337935,0.8491284,0.11212249,0.6877850999999999,0.003972127,-2.1274707000000004,-0.5087532,0.9684853,-0.25081623,0.28895825,-0.7730994999999999,1.2651078000000002,1.4281473999999998,0.8689889000000001,-0.03984941,1.4910343,-0.90331656,0.5210509,1.6977409,-1.0270914,0.014883455,0.8936415000000001,0.07940548,0.98247814,-0.24920082,-0.7573506999999999,0.6970715000000001,0.5984041999999999,-0.17605403,1.5852598,-0.44958478,-0.17016312,-0.17839438,0.44492263,-1.5417154,0.5224203,0.90591246,0.67824924,0.97354615,0.17933777,-0.1784806,0.56429124,-0.4988292,-0.04246969,0.4686800999999999,-0.17972037,-0.6516935,0.22576046,1.5786954,0.20559624,-0.28815585,0.826234,1.3527441999999998,-0.44724193,-0.59406066,0.66781783,-0.17006795,0.25106707,-0.56586814,-2.4891286,-2.015409,-0.054339945,0.13855956,0.4604036,0.23407452,-1.183735,-0.6096649000000001,1.0669315,-0.47776806,0.21144988,-0.8232838,1.2614369,0.057694677,1.5857596,1.1384195,-0.28633595,0.6079504
1978,-0.8737184000000001,-0.81211674,-0.9687217,0.0464144159999999,-2.50823,2.0640612000000003,1.6102691,0.40751645,-1.0443624,0.04973419,-0.49713138,0.23979527,-0.85491776,0.0218044539999999,1.0545316,-0.13716435,2.0262365,-0.09557301,-0.82385105,-1.3078288999999998,-1.3706543,-1.0064019,-0.30966657,0.36019844,0.0710809999999999,0.10423038,-0.10071397,0.5397443000000001,-0.08244813,-0.90132135,0.091343656,-0.37514406,-2.5540848,-0.14471371,-1.356154,1.1189991,-0.20910883,0.9204563,0.32748714,-1.7454035,0.17678094,-1.4716771,-1.837405,1.0584584,-0.53165877,-0.17614533,0.9645535,-1.0819514,-0.21670431,-0.7652873,1.4497348,-1.2263522,-0.9734576,-2.058504,0.32565555,0.71735406,0.6468385999999999,0.6148874,-0.05321254,-1.7146447,-0.8152814,0.7819258000000001,-0.9451269,0.80580044,-1.3298166,1.4714496,1.6469546999999998,0.9110778,-0.74520534,1.6621384999999995,-1.3594966,0.3222410999999999,2.1074915,-0.39355943,-0.08028259,0.9692788,0.07928985,1.0233092,-0.70168686,-1.2187915,0.75926024,0.61582017,-0.63807887,1.8295561,-0.61256826,-0.12382178,-0.44603336,0.60368323,-1.3800228,-0.53101355,0.8844825000000001,0.53696465,1.1133468999999998,0.16549702,-0.38676804,0.793383,-1.0247935,-0.26023486,0.48705062,-0.6689586999999999,-0.38186285,0.15441497,1.9050316000000005,0.59079975,0.116764374,1.0209739,1.5812002,-0.07627967,-1.0760006000000002,0.7465453000000001,-0.91942185,-0.48036546,-0.97878814,-1.6534176,-1.2563479,0.7551926999999999,0.1589988,0.46112618,-0.02701596,-1.3812498,-0.7715393,1.2414546,-1.0387454,-0.91711926,-0.85523444,1.4292576,-0.09232507,1.8311266,1.2400059,-0.84577227,0.4575599
1979,-1.130557,-0.2580629,-1.2475569,-0.24318263,-2.4202056,2.031737,1.5393673,0.25053838,0.090901665,-0.100820445,-0.51196367,-0.023160124,-1.2672917,0.1724996,1.0320269,0.8931203999999999,1.9772824,-0.043596864,-0.9950164,-0.9842356,-1.8335749,-0.9923949,-0.1952885,0.4324479999999999,-0.021408862,-0.040061705,-0.05990712,0.4158614,-0.13099788,0.25785375,-0.03971379,-0.2781614,-0.80114967,-0.04953865,-1.4029566,1.1771988000000002,-0.30431286,0.9215322,0.30643255,-2.4095805,0.19883908,-1.420551,-1.519217,1.0488114,-1.281915,-0.9929998,0.8242136999999998,-0.6830783,-0.48393232,-1.1651347,1.3693169,-0.98349005,-0.88924587,-2.3065205,0.33095926,0.2422587999999999,0.4353648,0.4787884,-0.0774275,-1.4735023,-0.75716984,0.95662963,-0.8500045,1.0883389,-1.087081,1.4953026000000005,1.6475214,0.8782921999999999,-0.2334659,1.6180277,-1.1937414,-0.2555745,2.0344937,-0.38735566,-0.007443986,0.95628893,0.37035048,1.0601037,-0.1987664999999999,-0.9697594,0.6684359999999999,0.40293533,-0.822276,1.6914307000000002,-0.73796606,-0.032799773,-0.53505677,1.0766802,-1.3265413,0.031785462,0.8768843000000001,0.66186255,0.9209288,-0.085144825,0.23034823,0.75683266,-1.1502553,-0.43551257,0.34152436,-0.96949863,0.1468669,0.108229384,1.8791058,0.5845213,-0.13724446,0.75866574,1.4866798,-0.57922906,-0.3481042,0.4180788,-0.92721295,0.07904347,-0.45440203,-1.0558664,-1.0742723,0.6426261999999999,0.09590592,0.47416285,-0.07417679,-1.6166892,-0.86412734,1.2035211,-1.206457,-0.11461475,-1.5220528999999998,1.4014221000000002,-0.15467073,1.7974766,1.1134568,-0.7869559,0.37791854
1980,-1.3093791,-0.25759545,-1.5128902,-0.022697538,-2.5245006,1.7941055,1.4422553,0.31775874,0.006919845,0.46242717,-0.59231824,0.20332849,-1.3480396,0.2812828,1.1182215,0.2113034999999999,1.7560556,0.0947973,-0.78938806,-0.9712892,-2.048746,-0.8943523000000001,-0.38506666,0.48035932,0.031021161,0.15717164,-0.048202176,0.39205024,-0.32354093,0.1874167,-0.041615937,-0.33502972,-0.64002144,0.09868664,-1.4401642,1.1371396,0.01552635,0.8280073,0.34674755,-2.4294138,0.18759623,-1.4762479,-1.8610754,1.1494188,-0.9432269,-1.1411536,0.9697872,-0.7142936,-0.8246326999999999,-0.7917149,1.2170131000000002,-1.6848161,-1.3437204,-2.3407044,0.23432198,0.37445426,-0.11882549,0.17366917,0.23110051,-0.70282406,-0.5532003000000001,1.05792,-1.1797825000000002,1.338266,-0.94619036,1.3558412,1.4986723999999998,0.9213112,-0.061068412,1.5712775,-1.3722409,-0.8920114,1.8394173,0.19617939,-0.2047006,0.9976385,0.42461264,1.046441,-0.019807557,-0.94681805,0.84655976,0.43951198,-0.7372724,1.5606315,-0.8556891,-0.00094003556,-0.44202074,0.9348536,-1.61897,0.75599694,0.8864995999999999,0.5090935999999999,0.9599678,-0.037380807,0.48998025,0.7045673000000001,-1.301301,0.41804844,0.54946023,-1.2024828,0.2351425,0.24782726,1.7280122,0.70874286,0.5238623,0.6772073000000001,1.3614742,-0.23981318,-0.94663453,0.40297693,-0.6622694,0.59978354,-0.6856711999999999,-1.0791696000000002,-0.89520204,0.48260766,0.115151055,0.4946432,-0.17592685,-0.90119374,-0.8045986999999999,1.1750448,-0.8891606,-0.26348993,-1.7505646,1.3408579,-0.0065188096,1.6919197,1.1544451999999998,-0.8243427,0.4983784
1981,-0.5355095,-0.085876904,-1.2439286,0.0746215,-3.1273634,1.8937587,1.4704602,0.023099866,0.21789242,-0.02730411,-0.33794627,-0.018292472,-1.2801865,0.14520279,1.1024864,0.35854182,1.7692031000000004,0.19518493,-0.68649864,-0.9472562,-1.3097175,-0.7914100000000001,-0.44994938,0.43455768,0.06664286,0.7352969,-0.0046137706,0.48179078,0.10885267,0.21176268,0.0003066732,-0.31460884,-1.4309417,-0.031605896,-1.3713999,1.1623476,-0.19664681,0.84660137,0.37445772,-2.678775,0.32184663,-1.4709685,-1.7969422,1.0415933000000002,-0.9448911,-0.8744261999999999,1.0063498,-0.8977722,-1.1903092,-0.04282041,1.219753,-1.6834682,-0.664979,-2.1041737,0.3138352,0.21225512,0.48301286,0.2909636,0.23577738,-1.5488493,-0.5503085999999999,0.9804677,-0.5168157,0.71078616,-0.769345,1.3795503,1.5227768,0.9989753,-0.15534966,1.5389041,-1.3458956,0.16567598,1.8353511,-0.4472142,-0.41582155,1.0071665,0.5367523,0.8955103999999999,-0.16813262,-0.85983664,0.8074994000000001,0.5257965,-0.5965606,1.5699104,-0.49055123,-0.13501193,-0.3218352,1.3486006,-1.9878316000000005,0.049715407,0.8667796999999998,0.63310087,0.88055176,-0.16801685,0.486796,0.7457271,-1.4079351,-0.44591814,0.5192826,-0.8141305999999999,0.24543683,0.4875749,1.7290233,0.6345644,0.4933545999999999,0.70537245,1.3510308000000002,-0.17637551,-0.770165,0.498993,-0.20376042,0.8542209999999999,-0.69653326,-1.3577236,-0.8385174999999999,0.45952258,0.07393945,0.5437744999999999,-0.11397048,-1.0868075,-0.47799376,1.1687611,-1.2276728,-0.32942298,-2.2445254,1.2651204,0.31626529,1.6853002,1.1043437,-0.9515673,0.55423635
1982,-0.15518272,-0.40667984,-1.5330046,-0.24584523,-2.1240745,2.03134,1.4969358,0.16996552,-0.5112738,-0.24742648,-0.25975597,-0.04667456,-1.2148763,0.14613055,1.0872078,0.8337263,1.8781097,0.09425112,-0.88864636,-1.0636396,-1.8554733,-0.72460073,-0.4181962,0.21216372,0.13366988,0.4531762,-0.018212477,0.23978598,-0.35236278,0.17415486,-0.060512517,-0.6610256,-0.60078156,-0.09178731,-1.120817,1.2051705,-0.29466245,0.8351629,0.32458568,-2.729592,0.40019834,-1.4193162,-1.4917086000000002,1.0447817,-0.87073076,-1.4107918,1.0186411,-0.5473121,-0.17226656,-0.80908626,1.3149261,-1.0067306,-0.72582954,-2.1058211,0.24613455,-0.22031681,0.48812702,0.25311473,0.31018865,-1.6625657,-0.69219667,0.9929165,-1.0148032,-0.13044687,-0.8281101000000001,1.357892,1.5721637,0.9157394,-0.14770213,1.6122581,-1.4256079,-0.19594279,1.9565114,-0.16917986,0.116699256,1.0579207,0.5556479,0.7247946,-0.8349441999999999,-1.1048969,0.8763318999999999,0.51595956,-0.8273674000000001,1.6774365000000002,-0.64820164,-0.1805147,-0.34054333,1.3417337,-1.7375459999999998,0.645939,0.86120087,0.44368583,0.87501276,-0.21456811,0.89080155,0.7803366999999999,-1.4150895,-0.501202,0.46202466,-1.7907082,0.399398,0.4922989,1.8058181,0.72623056,0.44283774,0.68089813,1.3444842,-0.06901571,-1.1586813,0.56931746,-1.0190486,0.31963867,-0.6094961,-0.683079,-0.948694,0.34546128,-0.0459267759999999,0.4442072,-0.032453068,-1.3364667,-0.49170393,1.1964643,-1.0389925,-0.3024529,-1.8590474,1.4948924,0.3675442,1.7869005,1.1380123,-1.0211794,0.5442887
1983,-0.10529457,-0.15052229,-1.7863349999999998,-0.44465646,-0.8558517,2.041198,1.5000823,0.28366354,-0.37921092,-0.19474347,-0.871481,0.09625712,-1.1983731000000002,-0.059861455,1.1313912,0.3432066,1.8852766,-0.021206364,-0.97929275,-1.0750314,-1.8112805,-1.8745043,-0.23683348,0.33323827,0.0015820294,1.2005157,-0.016887309,0.09838097,-0.2663037,0.34488642,-0.07859585,-0.8469174,-1.1615897,-0.03199373,-1.6099775,1.0846136,-0.59429806,0.8037099,0.26645875,-2.4258096,0.4747385,-1.2669594,-1.517359,1.068091,-1.610888,-1.1597031,0.9389817,-1.1485999,-0.79816586,-0.79904854,1.2817723,-1.7830927,-0.720252,-2.1277416,0.04567178,-0.25531265,0.68064964,0.46663004,0.27019933,-0.80849504,-0.63606095,1.0755812,-1.2268705,0.38267508,-0.7503380000000001,1.4094895,1.5684308,0.96639764,-0.2662233,1.6882433,-0.7970435,-0.06087404,1.9778613,-0.42759046,0.12275965,1.129649,0.29918882,0.97947454,-1.316895,-0.94137275,0.8330254,0.50346786,-0.8067129,1.6920011,-0.72800463,-0.15176827,-0.35771996,1.16919,-1.0380769,1.1994108,0.8412741,0.35278675,0.9636292,-0.3599553,0.8800766999999999,0.7085076,-1.6923846000000002,-0.35006276,0.4007102,-0.9108519,0.5281068,0.19283634,1.8397794,0.55557287,0.43148133,0.713821,1.3715227,-0.2780548,-1.1068095,0.6269256999999999,-0.8899068000000001,0.23207323,-0.40374312,0.06496615,-1.3134624,0.7521613,0.094068244,0.46834272,-0.14351192,-1.3197114,-0.46135506,1.2106779,-0.7474548000000001,-0.40960208,-1.7622335999999998,1.5477731,0.45089376,1.7667668,0.9881201,-1.4016294,0.54284346
1984,0.3449067999999999,-0.013721317,-1.3637993,-0.70491266,-0.80759007,2.1470740000000004,1.476898,0.34895,-0.31992796,-0.23936161,-0.9375352,-0.06568498,-1.3098603000000002,0.13299666,1.2425488,0.5960551,1.9086635,0.11402073,-0.86047405,-0.7163729,-1.664214,-1.4053488,-0.14940338,0.2948726,0.20032126,0.974264,-9.7435244e-05,0.22881114,-1.0183927,0.1733579999999999,-0.14855984,-0.6724578,-1.6268833,0.073558524,-1.3740736,1.1434935,-0.58650416,0.86159086,0.19539835,-2.192184,0.45888892,-0.97797334,-1.6480622,1.0424778,-1.0956072,-1.1118331,0.90205014,-0.9413836,-0.53809667,-0.47823876,1.3544519,-1.9611055,-1.590465,-2.068768,0.04803509,-0.0128580189999999,-0.6401996,0.51867974,0.2883297999999999,-1.011098,-0.75069106,1.0442572,-1.1566326999999998,0.31968662,-0.6548401,1.472334,1.6007372,0.9830157,-0.31228518,1.6621889,-1.4087493,-0.960491,1.9806353,0.15979335,-0.025545169,1.1930596000000002,0.4143045999999999,1.0525079,-0.50521344,-1.12665,0.8685156999999999,0.66245353,-0.81293976,1.7025588,-1.2159426000000002,-0.1111301999999999,-0.3501329,1.1766455,-1.5119833,0.78462356,0.8707784,0.276875,0.83990943,-0.075954065,0.34326556,0.81260955,-1.4050027,-0.3154878,0.5156031,-1.488969,0.34661597,0.17959377,1.8793585,0.58476824,0.30728066,0.61869335,1.4298925,-0.80572003,-0.7965916999999999,0.6543354,-0.5124416,0.17819515,-0.26978415,-0.13128634,-0.96995914,0.28839427,0.1491647,0.4243013,-0.18287157,-1.6104957,-0.48784867,1.2627114,-1.0040524,-1.6047782,-1.7747754,1.4903129,0.4990776,1.7575371,1.0315955,-1.3525598,0.49301088
1985,0.010550344,-0.43067965,-1.4215525,-0.57012707,-1.2078664,2.2611158,1.638648,0.23856644,0.32613447,-0.22362235,-1.1953478000000002,-0.42902243,-1.6375006,0.18712519,1.1711024,0.23533793,2.0131693,-0.0050355718,-0.92055434,-0.8248359000000001,-1.3347443,-0.99947935,-0.5659487,0.15577303,0.09726435,1.0139267,-0.14357056,0.1962352999999999,-0.47902843,-0.025164166,-0.17666492,-0.567513,-1.7827712,-0.034093115,-1.416763,1.242168,-0.77111715,0.7940826,0.033518184,-1.8612611,0.24616036,-0.9577844,-1.6061753,0.9896814,-1.0841451000000002,-0.08763957,0.79224974,-1.1552956,-0.6576529000000001,-1.0366299,1.3754183,-2.0138822,-0.71366656,-2.1005998,-0.08531514,-0.12291184,-0.76413035,0.4799209,0.20037039,-0.61044484,-0.9072142,0.8016724000000001,-0.9504532,-0.0303629529999999,-0.6931508000000001,1.4614339,1.6447956999999995,0.98547375,-0.29381514,1.7398401,-1.2252623,-0.8300076,2.0888488,-0.3585177,0.008471003,1.2297502,0.3798839,0.8511868,-0.8732694999999999,-0.9277871,0.920301,0.5404358,-1.0525345,1.8110515,-0.10791881,-0.18748552,-0.2813594,1.5800653999999998,-1.6846332999999998,0.58673245,0.86170316,0.299175,0.6470276,-0.290377,0.3170686,0.8728727,-1.3682497,-0.24292496,0.3567353,-1.310364,0.53000736,0.1320206,2.0139627,0.63739514,0.13177563,0.7168061,1.4597868,-0.5177953,-0.99385196,0.67323864,0.23023215,0.20927589,-0.2859576,-0.3871394,-1.001685,0.79811245,0.023471281,0.3023982999999999,-0.05317204,-1.7617706000000002,-0.49325517,1.3876362,-1.301204,-1.3888912,-1.9347553,1.7100948,0.50302655,1.8823171000000003,1.0138328,-1.259085,0.48616788
1986,-0.98432344,-0.46993682,-1.1899452,-0.20986657,-1.1651266000000002,2.4410226,1.4722458,0.19445059,-0.58016896,-0.2838635,-1.1576226,-0.29205108,-1.612922,-0.054987907,1.2396133,0.17302594,2.2430112,-0.19499819,-1.0348911,-1.229771,-1.7205335,-1.2181252,-0.32102573,0.19685158,-0.18315698,0.81994027,-0.24942987,0.111756966,-0.74852425,-0.30291075,-0.24141206,-0.82816356,-1.3315971000000002,0.03297547,-1.5461280000000002,1.2088363000000002,-0.9025275,0.73959416,-0.06703885,-0.40575168,0.006797659,-0.8964008,-1.6318718,0.9862869,-1.2450662,-0.27475777,0.8681960999999999,-0.9059035,-0.44524434,-1.2478744,1.4807415000000002,-0.8327696,-1.5307623,-1.9114639,0.054541506,-0.57024086,0.32415533,0.8058685,0.21097249,-0.85536045,-0.5563015,0.9011994,-1.0905837,1.2823699,-0.91031194,1.549122,1.6510098999999998,1.0946392,-0.26061717,1.8222423,-1.2393313999999995,-0.9917647,2.2951012000000004,-0.2896613,-0.2227831,1.1605083,0.5119,0.97473633,-1.0404423,-1.3611193,0.7127357,0.52381885,-0.9674259,1.9664917,-0.8625264000000001,-0.28029564,-0.46007282,0.9825184,-1.4321492,0.36096907,0.79321635,0.49004936,0.8537127,-0.34506488,0.18010624,0.79917496,-1.3334097,0.22809498,0.23605128,-0.8714316999999999,0.20715916,-0.013468358,2.1597557000000003,0.44854477,0.33437696,0.2521942,1.4557425,-0.7242381,-0.8275319,0.66663694,-0.26529896,0.04221347,-0.2577552,-0.56746423,-1.1559565,0.7140261,-0.07160436,0.18662155,-0.14176027,-2.0656636,-0.3667357999999999,1.4325275,-0.92684764,-1.5127104999999998,-1.5801651,1.8103139,0.23871544,1.8046935,1.032131,-0.5174282,0.36990044
